interaction_id,member_id,content_id,interaction_date,interaction_type,session_context,engagement_depth
CI-000406,JL-0013,CNT-006,2026-03-29,Dismiss,Weekend,1
CI-000407,JL-0013,CNT-004,2026-03-20,Complete,Midday,3
CI-000408,JL-0013,CNT-009,2026-04-27,Share,Unknown,4
CI-000409,JL-0013,CNT-004,2026-03-17,Complete,Morning,2
CI-000410,JL-0013,CNT-010,2026-05-05,View,Morning,1
CI-000411,JL-0014,CNT-009,2026-05-31,View,Weekend,4
CI-000412,JL-0014,CNT-005,2026-03-09,View,Morning,3
CI-000413,JL-0014,CNT-009,2026-03-16,Complete,Weekend,1
CI-000414,JL-0014,CNT-005,2026-02-22,View,Midday,3
CI-000415,JL-0014,CNT-006,2026-04-02,View,Morning,2
CI-000416,JL-0014,CNT-009,2026-05-31,Save,Unknown,4
CI-000417,JL-0014,CNT-005,2026-03-19,View,Midday,3
CI-000418,JL-0014,CNT-009,2026-03-19,Save,Unknown,3
CI-000419,JL-0014,CNT-004,2026-04-27,View,Midday,1
CI-000420,JL-0014,CNT-001,2026-04-29,Save,Unknown,2
CI-000421,JL-0015,CNT-005,2026-06-05,View,Weekend,2
CI-000422,JL-0015,CNT-005,2026-04-09,View,Weekend,2
CI-000423,JL-0015,CNT-005,2026-04-27,Save,Evening,3
CI-000424,JL-0015,CNT-009,2026-03-22,Save,Midday,3
CI-000425,JL-0015,CNT-006,2026-04-03,Complete,Evening,5
CI-000426,JL-0015,CNT-001,2026-03-24,Dismiss,Morning,3
CI-000427,JL-0015,CNT-005,2026-02-14,Complete,Evening,4
CI-000428,JL-0015,CNT-005,2026-03-22,Complete,Morning,5
CI-000429,JL-0015,CNT-006,2026-05-27,View,Weekend,5
CI-000430,JL-0015,CNT-006,2026-06-05,Save,Midday,2
CI-000431,JL-0015,CNT-005,2026-03-02,Complete,Morning,1
CI-000432,JL-0015,CNT-007,2026-03-15,Complete,Midday,2
CI-000433,JL-0015,CNT-006,2026-02-15,Complete,Unknown,2
CI-000434,JL-0015,CNT-006,2026-04-08,View,Morning,3
CI-000435,JL-0015,CNT-002,2026-05-11,View,Weekend,5
CI-000436,JL-0015,CNT-005,2026-03-02,Complete,Evening,5
CI-000437,JL-0015,CNT-005,2026-02-18,View,Morning,4
CI-000438,JL-0015,CNT-005,2026-05-17,View,Midday,3
CI-000439,JL-0015,CNT-006,2026-03-28,Complete,Morning,2
CI-000440,JL-0015,CNT-005,2026-02-12,View,Weekend,5
CI-000441,JL-0015,CNT-006,2026-03-13,View,Weekend,1
CI-000442,JL-0015,CNT-005,2026-02-16,View,Morning,1
CI-000443,JL-0015,CNT-005,2026-03-10,View,Midday,5
CI-000444,JL-0015,CNT-006,2026-04-09,View,Morning,2
CI-000445,JL-0015,CNT-006,2026-03-19,View,Evening,4
CI-000446,JL-0015,CNT-006,2026-06-01,Complete,Weekend,3
CI-000447,JL-0015,CNT-006,2026-03-16,Save,Weekend,5
CI-000448,JL-0015,CNT-006,2026-04-08,View,Midday,4
CI-000449,JL-0015,CNT-006,2026-06-05,View,Unknown,4
CI-000450,JL-0015,CNT-007,2026-02-12,Complete,Weekend,5
CI-000451,JL-0015,CNT-007,2026-05-26,Save,Unknown,5
CI-000452,JL-0016,CNT-003,2026-05-22,View,Unknown,4
CI-000453,JL-0016,CNT-007,2026-02-09,View,Evening,3
CI-000454,JL-0016,CNT-007,2026-03-04,View,Unknown,5
CI-000455,JL-0016,CNT-003,2026-03-01,Search,Morning,2
CI-000456,JL-0016,CNT-007,2026-04-15,Save,Midday,2
CI-000457,JL-0016,CNT-010,2026-03-09,View,Evening,4
CI-000458,JL-0016,CNT-007,2026-02-21,View,Evening,2
CI-000459,JL-0016,CNT-003,2026-06-04,Search,Midday,2
CI-000460,JL-0016,CNT-005,2026-05-02,Dismiss,Unknown,4
CI-000461,JL-0016,CNT-007,2026-04-15,View,Evening,2
CI-000462,JL-0016,CNT-008,2026-04-25,Save,Unknown,4
CI-000463,JL-0016,CNT-002,2026-04-06,Complete,Midday,3
CI-000464,JL-0016,CNT-007,2026-05-09,View,Morning,2
CI-000465,JL-0017,CNT-003,2026-03-23,Complete,Unknown,2
CI-000466,JL-0017,CNT-007,2026-04-04,View,Midday,1
CI-000467,JL-0017,CNT-003,2026-05-23,Complete,Midday,2
CI-000468,JL-0017,CNT-004,2026-04-18,View,Midday,4
CI-000469,JL-0017,CNT-007,2026-05-06,Complete,Midday,2
CI-000470,JL-0017,CNT-010,2026-03-08,Save,Midday,4
CI-000471,JL-0017,CNT-004,2026-02-14,View,Unknown,5
CI-000472,JL-0017,CNT-003,2026-04-26,Complete,Weekend,5
CI-000473,JL-0017,CNT-007,2026-03-24,View,Morning,5
CI-000474,JL-0017,CNT-003,2026-04-06,Save,Weekend,3
CI-000475,JL-0017,CNT-010,2026-03-27,Dismiss,Unknown,3
CI-000476,JL-0018,CNT-002,2026-03-21,View,Weekend,4
CI-000477,JL-0018,CNT-005,2026-04-01,View,Evening,3
CI-000478,JL-0018,CNT-008,2026-04-23,View,Midday,2
CI-000479,JL-0018,CNT-010,2026-02-22,Search,Evening,4
CI-000480,JL-0018,CNT-002,2026-03-18,Complete,Morning,5
CI-000481,JL-0018,CNT-010,2026-03-25,Save,Unknown,3
CI-000482,JL-0018,CNT-010,2026-06-03,Complete,Morning,4
CI-000483,JL-0018,CNT-002,2026-04-01,View,Unknown,2
CI-000484,JL-0018,CNT-010,2026-04-07,View,Midday,3
CI-000485,JL-0018,CNT-010,2026-02-26,View,Evening,4
CI-000486,JL-0018,CNT-010,2026-03-07,Share,Midday,3
CI-000487,JL-0018,CNT-003,2026-03-29,View,Weekend,2
CI-000488,JL-0018,CNT-010,2026-05-26,View,Unknown,3
CI-000489,JL-0018,CNT-008,2026-03-09,View,Unknown,5
CI-000490,JL-0018,CNT-010,2026-04-29,View,Morning,3
CI-000491,JL-0019,CNT-005,2026-02-21,Save,Unknown,3
CI-000492,JL-0019,CNT-002,2026-06-03,Complete,Weekend,3
CI-000493,JL-0019,CNT-004,2026-05-20,View,Unknown,4
CI-000494,JL-0019,CNT-005,2026-04-08,Complete,Evening,4
CI-000495,JL-0019,CNT-010,2026-06-02,View,Morning,4
CI-000496,JL-0019,CNT-010,2026-04-07,Save,Unknown,1
CI-000497,JL-0019,CNT-005,2026-03-12,View,Weekend,2
CI-000498,JL-0019,CNT-001,2026-03-18,View,Unknown,3
CI-000499,JL-0019,CNT-010,2026-05-02,View,Midday,3
CI-000500,JL-0019,CNT-005,2026-02-12,Save,Weekend,2
CI-000501,JL-0019,CNT-005,2026-03-29,Search,Midday,4
CI-000502,JL-0019,CNT-005,2026-04-09,View,Morning,5
CI-000503,JL-0019,CNT-004,2026-03-31,Save,Midday,2
CI-000504,JL-0019,CNT-010,2026-03-13,Complete,Weekend,1
CI-000505,JL-0019,CNT-010,2026-04-23,Complete,Midday,2
CI-000506,JL-0019,CNT-004,2026-05-08,View,Weekend,2
CI-000507,JL-0019,CNT-009,2026-03-03,View,Unknown,1
CI-000508,JL-0019,CNT-005,2026-05-21,View,Morning,4
CI-000509,JL-0019,CNT-004,2026-03-29,Complete,Weekend,2
CI-000510,JL-0019,CNT-005,2026-04-10,View,Unknown,3
CI-000511,JL-0019,CNT-005,2026-05-16,Dismiss,Unknown,2
CI-000512,JL-0020,CNT-006,2026-05-15,View,Midday,3
CI-000513,JL-0020,CNT-007,2026-03-29,View,Evening,4
CI-000514,JL-0020,CNT-007,2026-02-21,Save,Midday,3
CI-000515,JL-0020,CNT-007,2026-05-29,View,Morning,2
CI-000516,JL-0020,CNT-003,2026-04-08,Dismiss,Morning,2
CI-000517,JL-0020,CNT-007,2026-02-23,Save,Evening,3
CI-000518,JL-0020,CNT-006,2026-03-16,Dismiss,Evening,2
CI-000519,JL-0020,CNT-003,2026-04-28,Share,Evening,2
CI-000520,JL-0020,CNT-007,2026-02-18,View,Weekend,4
CI-000521,JL-0020,CNT-006,2026-02-13,View,Morning,4
CI-000522,JL-0020,CNT-005,2026-02-24,Dismiss,Evening,2
CI-000523,JL-0020,CNT-006,2026-02-11,View,Unknown,3
CI-000524,JL-0021,CNT-006,2026-04-01,View,Morning,3
CI-000525,JL-0021,CNT-003,2026-05-24,Complete,Midday,1
CI-000526,JL-0021,CNT-006,2026-02-12,View,Midday,3
CI-000527,JL-0021,CNT-008,2026-03-22,View,Weekend,3
CI-000528,JL-0021,CNT-008,2026-03-07,View,Morning,3
CI-000529,JL-0021,CNT-002,2026-03-24,Share,Evening,2
CI-000530,JL-0021,CNT-002,2026-05-28,View,Unknown,2
CI-000531,JL-0021,CNT-006,2026-03-23,View,Morning,3
CI-000532,JL-0021,CNT-008,2026-04-11,View,Midday,3
CI-000533,JL-0021,CNT-008,2026-04-10,View,Unknown,2
CI-000534,JL-0021,CNT-002,2026-03-17,Complete,Weekend,3
CI-000535,JL-0021,CNT-002,2026-04-21,View,Evening,4
CI-000536,JL-0021,CNT-001,2026-05-19,Save,Weekend,2
CI-000537,JL-0021,CNT-008,2026-05-21,View,Evening,1
CI-000538,JL-0021,CNT-001,2026-04-09,View,Morning,2
CI-000539,JL-0021,CNT-006,2026-04-24,Complete,Midday,1
CI-000540,JL-0021,CNT-006,2026-04-03,View,Morning,3
CI-000541,JL-0021,CNT-006,2026-02-12,View,Unknown,4
CI-000542,JL-0021,CNT-002,2026-02-25,Save,Weekend,2
CI-000543,JL-0021,CNT-002,2026-05-31,View,Evening,4
CI-000544,JL-0021,CNT-005,2026-04-11,View,Weekend,3
CI-000545,JL-0021,CNT-008,2026-04-18,Save,Unknown,4
CI-000546,JL-0021,CNT-008,2026-03-28,View,Evening,5
CI-000547,JL-0021,CNT-006,2026-02-19,View,Unknown,3
CI-000548,JL-0021,CNT-008,2026-05-03,Complete,Weekend,3
CI-000549,JL-0021,CNT-006,2026-04-24,Dismiss,Evening,2
CI-000550,JL-0021,CNT-009,2026-04-09,Complete,Weekend,5
CI-000551,JL-0021,CNT-006,2026-04-25,View,Midday,2
CI-000552,JL-0021,CNT-007,2026-02-24,Save,Evening,3
CI-000553,JL-0021,CNT-006,2026-05-04,Search,Morning,2
CI-000554,JL-0021,CNT-008,2026-05-07,View,Weekend,5
CI-000555,JL-0021,CNT-004,2026-02-14,Share,Weekend,2
CI-000556,JL-0021,CNT-002,2026-06-03,Save,Evening,3
CI-000557,JL-0021,CNT-006,2026-03-19,View,Morning,3
CI-000558,JL-0021,CNT-008,2026-05-24,Save,Evening,4
CI-000559,JL-0021,CNT-002,2026-04-19,View,Weekend,1
CI-000560,JL-0021,CNT-006,2026-02-26,Complete,Weekend,4
CI-000561,JL-0021,CNT-010,2026-04-11,Search,Morning,5
CI-000562,JL-0021,CNT-006,2026-02-15,Share,Weekend,2
CI-000563,JL-0021,CNT-010,2026-02-16,Complete,Midday,3
CI-000564,JL-0021,CNT-002,2026-05-30,View,Weekend,3
CI-000565,JL-0021,CNT-007,2026-03-27,Save,Weekend,2
CI-000566,JL-0021,CNT-008,2026-02-19,View,Morning,4
CI-000567,JL-0021,CNT-006,2026-04-20,View,Midday,2
CI-000568,JL-0021,CNT-006,2026-04-03,Complete,Morning,5
CI-000569,JL-0021,CNT-008,2026-04-20,Complete,Midday,3
CI-000570,JL-0022,CNT-009,2026-05-22,View,Unknown,3
CI-000571,JL-0022,CNT-008,2026-05-02,View,Unknown,4
CI-000572,JL-0022,CNT-009,2026-05-22,Complete,Midday,2
CI-000573,JL-0022,CNT-006,2026-02-28,Complete,Morning,2
CI-000574,JL-0022,CNT-009,2026-05-09,Save,Morning,3
CI-000575,JL-0022,CNT-004,2026-02-08,Complete,Weekend,2
CI-000576,JL-0022,CNT-009,2026-02-10,Save,Morning,2
CI-000577,JL-0022,CNT-009,2026-02-09,Share,Morning,5
CI-000578,JL-0022,CNT-001,2026-04-03,Dismiss,Evening,4
CI-000579,JL-0022,CNT-006,2026-03-16,Complete,Evening,4
CI-000580,JL-0022,CNT-001,2026-05-05,Complete,Unknown,1
CI-000581,JL-0022,CNT-006,2026-05-09,Complete,Evening,3
CI-000582,JL-0022,CNT-001,2026-06-02,Save,Unknown,3
CI-000583,JL-0022,CNT-006,2026-05-31,View,Morning,3
CI-000584,JL-0022,CNT-006,2026-05-04,Save,Evening,2
CI-000585,JL-0022,CNT-001,2026-05-03,View,Unknown,2
CI-000586,JL-0022,CNT-009,2026-04-17,View,Evening,3
CI-000587,JL-0022,CNT-006,2026-03-24,View,Morning,1
CI-000588,JL-0023,CNT-010,2026-04-14,View,Midday,5
CI-000589,JL-0023,CNT-007,2026-04-28,Save,Weekend,1
CI-000590,JL-0023,CNT-010,2026-03-22,View,Unknown,3
CI-000591,JL-0023,CNT-002,2026-02-19,Save,Unknown,3
CI-000592,JL-0023,CNT-004,2026-05-08,View,Weekend,4
CI-000593,JL-0023,CNT-007,2026-03-13,View,Unknown,3
CI-000594,JL-0023,CNT-008,2026-04-16,Search,Weekend,1
CI-000595,JL-0023,CNT-010,2026-02-17,Complete,Weekend,4
CI-000596,JL-0023,CNT-004,2026-04-17,View,Unknown,3
CI-000597,JL-0023,CNT-004,2026-04-26,View,Morning,3
CI-000598,JL-0023,CNT-003,2026-04-21,Save,Weekend,4
CI-000599,JL-0023,CNT-004,2026-03-14,View,Unknown,3
CI-000600,JL-0024,CNT-007,2026-03-14,Dismiss,Midday,4
CI-000601,JL-0024,CNT-003,2026-04-09,Save,Unknown,1
CI-000602,JL-0024,CNT-003,2026-03-11,Search,Midday,2
CI-000603,JL-0024,CNT-009,2026-05-23,Dismiss,Midday,4
CI-000604,JL-0024,CNT-002,2026-03-13,Save,Evening,3
CI-000605,JL-0024,CNT-002,2026-04-30,View,Unknown,4
CI-000606,JL-0024,CNT-008,2026-05-19,View,Midday,2
CI-000607,JL-0024,CNT-007,2026-02-21,View,Weekend,4
CI-000608,JL-0024,CNT-008,2026-02-14,Complete,Morning,3
CI-000609,JL-0024,CNT-008,2026-04-01,View,Morning,2
CI-000610,JL-0024,CNT-003,2026-04-21,View,Midday,3
CI-000611,JL-0024,CNT-002,2026-03-02,Complete,Weekend,3
CI-000612,JL-0024,CNT-002,2026-02-15,View,Unknown,3
CI-000613,JL-0024,CNT-003,2026-03-06,Save,Unknown,3
CI-000614,JL-0024,CNT-008,2026-06-04,Share,Weekend,3
CI-000615,JL-0024,CNT-002,2026-05-31,Save,Morning,2
CI-000616,JL-0024,CNT-002,2026-04-25,Complete,Weekend,2
CI-000617,JL-0024,CNT-002,2026-04-16,Dismiss,Weekend,1
CI-000618,JL-0024,CNT-007,2026-03-29,View,Weekend,2
CI-000619,JL-0024,CNT-010,2026-06-05,Save,Unknown,2
CI-000620,JL-0024,CNT-006,2026-06-03,Search,Morning,2
CI-000621,JL-0024,CNT-002,2026-05-01,View,Weekend,4
CI-000622,JL-0024,CNT-002,2026-05-18,Save,Weekend,2
CI-000623,JL-0025,CNT-002,2026-03-14,Complete,Morning,2
CI-000624,JL-0025,CNT-008,2026-02-21,View,Weekend,1
CI-000625,JL-0025,CNT-002,2026-03-06,View,Midday,1
CI-000626,JL-0025,CNT-008,2026-04-06,Complete,Unknown,3
CI-000627,JL-0025,CNT-008,2026-04-13,View,Evening,2
CI-000628,JL-0025,CNT-008,2026-03-17,Complete,Midday,2
CI-000629,JL-0025,CNT-002,2026-02-16,View,Evening,5
CI-000630,JL-0025,CNT-005,2026-05-27,Search,Midday,3
CI-000631,JL-0025,CNT-005,2026-05-30,Search,Unknown,3
CI-000632,JL-0025,CNT-002,2026-02-14,Dismiss,Midday,5
CI-000633,JL-0025,CNT-005,2026-02-18,Complete,Weekend,2
CI-000634,JL-0025,CNT-008,2026-04-15,Save,Midday,4
CI-000635,JL-0025,CNT-005,2026-04-11,Complete,Morning,4
CI-000636,JL-0025,CNT-002,2026-05-11,Complete,Weekend,4
CI-000637,JL-0025,CNT-008,2026-02-12,Save,Weekend,1
CI-000638,JL-0025,CNT-008,2026-05-18,View,Midday,2
CI-000639,JL-0025,CNT-003,2026-04-29,Complete,Evening,2
CI-000640,JL-0025,CNT-008,2026-05-03,Dismiss,Midday,4
CI-000641,JL-0025,CNT-008,2026-06-07,Share,Unknown,4
CI-000642,JL-0025,CNT-001,2026-06-04,View,Midday,2
CI-000643,JL-0025,CNT-002,2026-02-12,View,Midday,1
CI-000644,JL-0025,CNT-005,2026-02-25,Save,Unknown,1
CI-000645,JL-0025,CNT-006,2026-04-10,Complete,Morning,4
CI-000646,JL-0025,CNT-010,2026-05-18,Dismiss,Midday,3
CI-000647,JL-0025,CNT-010,2026-04-02,Complete,Morning,3
CI-000648,JL-0025,CNT-002,2026-02-22,View,Unknown,3
CI-000649,JL-0025,CNT-008,2026-05-03,Complete,Weekend,2
CI-000650,JL-0025,CNT-002,2026-06-05,View,Weekend,3
CI-000651,JL-0025,CNT-006,2026-05-01,Complete,Unknown,3
CI-000652,JL-0026,CNT-004,2026-03-31,Save,Weekend,1
CI-000653,JL-0026,CNT-007,2026-03-25,View,Evening,1
CI-000654,JL-0026,CNT-007,2026-04-24,Dismiss,Evening,3
CI-000655,JL-0026,CNT-007,2026-05-10,View,Weekend,4
CI-000656,JL-0026,CNT-005,2026-04-28,View,Weekend,2
CI-000657,JL-0026,CNT-003,2026-03-02,View,Weekend,3
CI-000658,JL-0026,CNT-010,2026-04-29,Complete,Morning,5
CI-000659,JL-0026,CNT-008,2026-04-18,Save,Evening,3
CI-000660,JL-0026,CNT-010,2026-03-31,Save,Evening,3
CI-000661,JL-0026,CNT-003,2026-04-05,Save,Evening,4
CI-000662,JL-0026,CNT-007,2026-05-01,Complete,Midday,2
CI-000663,JL-0026,CNT-004,2026-02-24,View,Evening,3
CI-000664,JL-0026,CNT-007,2026-05-24,View,Morning,2
CI-000665,JL-0026,CNT-003,2026-05-27,Complete,Unknown,4
CI-000666,JL-0026,CNT-010,2026-04-17,Complete,Midday,5
CI-000667,JL-0026,CNT-008,2026-05-29,View,Unknown,2
CI-000668,JL-0026,CNT-003,2026-05-05,View,Midday,4
CI-000669,JL-0026,CNT-010,2026-03-27,Search,Weekend,4
CI-000670,JL-0026,CNT-002,2026-05-14,Dismiss,Evening,1
CI-000671,JL-0026,CNT-004,2026-02-20,View,Morning,2
CI-000672,JL-0027,CNT-007,2026-03-16,Dismiss,Midday,3
CI-000673,JL-0027,CNT-005,2026-03-03,Dismiss,Unknown,2
CI-000674,JL-0027,CNT-005,2026-06-06,Save,Weekend,5
CI-000675,JL-0027,CNT-005,2026-03-02,Complete,Weekend,3
CI-000676,JL-0027,CNT-003,2026-05-22,Complete,Unknown,3
CI-000677,JL-0027,CNT-006,2026-06-02,View,Weekend,4
CI-000678,JL-0027,CNT-007,2026-03-03,Share,Evening,1
CI-000679,JL-0027,CNT-007,2026-05-06,Search,Weekend,4
CI-000680,JL-0027,CNT-007,2026-02-19,View,Midday,3
CI-000681,JL-0027,CNT-007,2026-03-24,Complete,Unknown,4
CI-000682,JL-0027,CNT-005,2026-03-30,View,Morning,4
CI-000683,JL-0027,CNT-001,2026-06-07,Complete,Morning,1
CI-000684,JL-0027,CNT-005,2026-02-17,Dismiss,Weekend,3
CI-000685,JL-0027,CNT-005,2026-05-16,View,Midday,1
CI-000686,JL-0027,CNT-005,2026-03-27,View,Midday,2
CI-000687,JL-0027,CNT-007,2026-03-07,View,Unknown,3
CI-000688,JL-0027,CNT-005,2026-05-09,View,Evening,4
CI-000689,JL-0027,CNT-003,2026-05-17,View,Weekend,1
CI-000690,JL-0028,CNT-004,2026-03-29,Complete,Weekend,3
CI-000691,JL-0028,CNT-004,2026-05-30,Complete,Weekend,3
CI-000692,JL-0028,CNT-008,2026-03-30,View,Midday,2
CI-000693,JL-0028,CNT-008,2026-03-28,Share,Morning,1
CI-000694,JL-0028,CNT-004,2026-02-23,View,Weekend,3
CI-000695,JL-0028,CNT-008,2026-03-24,View,Evening,1
CI-000696,JL-0028,CNT-008,2026-02-10,Save,Midday,2
CI-000697,JL-0028,CNT-002,2026-04-16,Save,Morning,3
CI-000698,JL-0028,CNT-004,2026-05-18,View,Evening,3
CI-000699,JL-0029,CNT-002,2026-04-17,Dismiss,Unknown,5
CI-000700,JL-0029,CNT-002,2026-03-29,Complete,Evening,3
CI-000701,JL-0029,CNT-008,2026-03-04,View,Midday,5
CI-000702,JL-0029,CNT-010,2026-04-14,View,Midday,4
CI-000703,JL-0029,CNT-002,2026-03-28,Save,Unknown,2
CI-000704,JL-0029,CNT-004,2026-02-26,View,Morning,3
CI-000705,JL-0029,CNT-008,2026-02-12,View,Unknown,5
CI-000706,JL-0029,CNT-002,2026-04-05,Save,Unknown,3
CI-000707,JL-0029,CNT-006,2026-02-16,View,Unknown,5
CI-000708,JL-0029,CNT-008,2026-05-24,Dismiss,Midday,4
CI-000709,JL-0029,CNT-006,2026-04-22,View,Morning,5
CI-000710,JL-0029,CNT-006,2026-02-09,Save,Unknown,2
CI-000711,JL-0029,CNT-006,2026-05-28,Search,Evening,4
CI-000712,JL-0029,CNT-002,2026-05-14,Save,Evening,2
CI-000713,JL-0029,CNT-008,2026-03-01,View,Weekend,5
CI-000714,JL-0029,CNT-010,2026-04-07,Complete,Unknown,5
CI-000715,JL-0029,CNT-008,2026-04-19,View,Weekend,5
CI-000716,JL-0029,CNT-001,2026-05-19,View,Evening,3
CI-000717,JL-0029,CNT-002,2026-02-15,Save,Midday,3
CI-000718,JL-0029,CNT-007,2026-05-24,Complete,Weekend,5
CI-000719,JL-0029,CNT-004,2026-05-07,Search,Midday,4
CI-000720,JL-0029,CNT-008,2026-06-01,View,Midday,3
CI-000721,JL-0029,CNT-006,2026-06-06,View,Unknown,5
CI-000722,JL-0029,CNT-008,2026-02-16,View,Unknown,2
CI-000723,JL-0029,CNT-001,2026-04-21,View,Unknown,3
CI-000724,JL-0029,CNT-002,2026-04-30,Save,Morning,2
CI-000725,JL-0029,CNT-002,2026-04-01,Search,Unknown,4
CI-000726,JL-0029,CNT-005,2026-03-29,Search,Weekend,2
CI-000727,JL-0029,CNT-007,2026-04-17,View,Unknown,4
CI-000728,JL-0029,CNT-008,2026-03-17,Complete,Unknown,4
CI-000729,JL-0029,CNT-006,2026-05-27,Save,Evening,4
CI-000730,JL-0029,CNT-006,2026-05-17,View,Midday,3
CI-000731,JL-0029,CNT-002,2026-04-26,View,Evening,3
CI-000732,JL-0029,CNT-008,2026-03-22,View,Unknown,3
CI-000733,JL-0029,CNT-008,2026-02-19,Share,Midday,3
CI-000734,JL-0029,CNT-009,2026-03-09,Complete,Unknown,4
CI-000735,JL-0029,CNT-002,2026-05-20,Complete,Unknown,1
CI-000736,JL-0029,CNT-006,2026-04-11,Complete,Evening,3
CI-000737,JL-0029,CNT-008,2026-02-13,View,Evening,4
CI-000738,JL-0029,CNT-002,2026-04-23,Save,Evening,4
CI-000739,JL-0029,CNT-008,2026-04-19,View,Evening,4
CI-000740,JL-0029,CNT-002,2026-02-25,Complete,Evening,2
CI-000741,JL-0029,CNT-006,2026-03-06,Save,Midday,2
CI-000742,JL-0029,CNT-002,2026-03-05,Search,Evening,3
CI-000743,JL-0029,CNT-008,2026-06-03,Search,Unknown,4
CI-000744,JL-0029,CNT-009,2026-06-06,Complete,Evening,2
CI-000745,JL-0029,CNT-002,2026-04-06,View,Midday,2
CI-000746,JL-0029,CNT-008,2026-04-02,View,Midday,4
CI-000747,JL-0029,CNT-006,2026-06-05,View,Weekend,3
CI-000748,JL-0029,CNT-002,2026-04-12,View,Evening,1
CI-000749,JL-0029,CNT-002,2026-02-18,Save,Evening,4
CI-000750,JL-0029,CNT-008,2026-02-24,Complete,Morning,5
CI-000751,JL-0029,CNT-004,2026-04-30,Complete,Unknown,2
CI-000752,JL-0029,CNT-002,2026-05-01,View,Midday,3
CI-000753,JL-0029,CNT-005,2026-04-12,View,Evening,4
CI-000754,JL-0029,CNT-010,2026-03-01,Complete,Weekend,1
CI-000755,JL-0029,CNT-010,2026-03-18,Search,Unknown,3
CI-000756,JL-0029,CNT-008,2026-06-02,Save,Unknown,1
CI-000757,JL-0029,CNT-006,2026-03-28,View,Unknown,1
CI-000758,JL-0029,CNT-008,2026-04-28,View,Midday,2
CI-000759,JL-0030,CNT-005,2026-04-30,Complete,Morning,4
CI-000760,JL-0030,CNT-009,2026-02-25,Complete,Weekend,4
CI-000761,JL-0030,CNT-009,2026-02-10,Share,Weekend,2
CI-000762,JL-0030,CNT-005,2026-04-01,Save,Morning,4
CI-000763,JL-0030,CNT-005,2026-03-31,View,Morning,1
CI-000764,JL-0030,CNT-004,2026-03-22,Complete,Midday,3
CI-000765,JL-0030,CNT-005,2026-05-21,Save,Weekend,4
CI-000766,JL-0030,CNT-009,2026-04-26,View,Weekend,1
CI-000767,JL-0030,CNT-009,2026-02-15,Complete,Morning,1
CI-000768,JL-0030,CNT-005,2026-02-14,View,Midday,2
CI-000769,JL-0030,CNT-009,2026-03-05,View,Unknown,1
CI-000770,JL-0030,CNT-009,2026-02-24,View,Morning,1
CI-000771,JL-0030,CNT-001,2026-02-14,View,Morning,1
CI-000772,JL-0030,CNT-005,2026-03-28,View,Unknown,2
CI-000773,JL-0030,CNT-009,2026-02-22,Share,Evening,2
CI-000774,JL-0030,CNT-001,2026-05-07,View,Midday,2
CI-000775,JL-0030,CNT-009,2026-05-21,Search,Evening,4
CI-000776,JL-0031,CNT-009,2026-04-08,Save,Unknown,4
CI-000777,JL-0031,CNT-003,2026-02-09,View,Unknown,2
CI-000778,JL-0031,CNT-007,2026-04-07,Search,Midday,3
CI-000779,JL-0031,CNT-007,2026-04-27,Complete,Midday,3
CI-000780,JL-0031,CNT-003,2026-04-29,Share,Midday,3
CI-000781,JL-0031,CNT-009,2026-02-23,View,Midday,3
CI-000782,JL-0032,CNT-005,2026-04-11,Save,Evening,1
CI-000783,JL-0032,CNT-003,2026-02-17,Complete,Evening,4
CI-000784,JL-0032,CNT-005,2026-05-24,Complete,Midday,2
CI-000785,JL-0032,CNT-005,2026-04-11,View,Unknown,1
CI-000786,JL-0032,CNT-008,2026-03-23,Save,Midday,4
CI-000787,JL-0032,CNT-005,2026-05-19,Dismiss,Morning,5
CI-000788,JL-0032,CNT-005,2026-04-20,View,Unknown,5
CI-000789,JL-0032,CNT-007,2026-03-11,View,Evening,4
CI-000790,JL-0032,CNT-007,2026-04-07,Dismiss,Weekend,2
CI-000791,JL-0032,CNT-007,2026-04-05,Save,Weekend,5
CI-000792,JL-0032,CNT-003,2026-03-11,Save,Midday,4
CI-000793,JL-0032,CNT-001,2026-03-08,Complete,Midday,5
CI-000794,JL-0032,CNT-003,2026-05-27,View,Unknown,4
CI-000795,JL-0032,CNT-007,2026-05-29,View,Midday,2
CI-000796,JL-0032,CNT-003,2026-02-22,View,Evening,4
CI-000797,JL-0032,CNT-010,2026-05-02,View,Midday,2
CI-000798,JL-0032,CNT-007,2026-04-01,Search,Unknown,2
CI-000799,JL-0032,CNT-007,2026-03-08,Save,Midday,3
CI-000800,JL-0032,CNT-007,2026-03-02,Save,Unknown,2
CI-000801,JL-0032,CNT-005,2026-02-23,View,Evening,2
CI-000802,JL-0032,CNT-007,2026-04-02,View,Weekend,5
CI-000803,JL-0032,CNT-003,2026-03-09,Search,Morning,3
CI-000804,JL-0032,CNT-003,2026-05-31,Complete,Midday,2
CI-000805,JL-0032,CNT-007,2026-06-07,View,Midday,5
CI-000806,JL-0032,CNT-003,2026-05-27,Save,Unknown,2
CI-000807,JL-0032,CNT-005,2026-05-27,Complete,Weekend,3
CI-000808,JL-0032,CNT-005,2026-02-20,Complete,Midday,4
CI-000809,JL-0032,CNT-007,2026-03-04,Complete,Weekend,4
CI-000810,JL-0032,CNT-007,2026-04-15,Complete,Midday,4
CI-000811,JL-0032,CNT-005,2026-03-18,Search,Evening,5
